node_id,parent_id,tag,text,label
1443,1394,tr,"12"" 1 or 16"" STANDARD or METRIC PLASTIC RULER",y
1509,6,div,,n
1512,1509,p,Westbrook School Supply List,n
1517,1509,div,,n
1518,1517,tr,,n
1522,1518,p,Classroom Supplies,n
1526,1518,p,Kdg.,n
1530,1518,p,1st,n
1534,1518,p,2nd,n
1538,1518,p,ELP,n
1542,1518,p,ELS,n
1556,1517,tr,,n
1560,1556,p,#2 Pencils – Sharpened - Ticonderoga,n
1565,1556,p,12,n
1573,1556,p,48,n
1586,1517,p,Sharp 5” Scissors,y
1611,1517,p,White Cardstock 81 or 2 x 11,y
1636,1517,p,24 Count Crayola Crayons,y
1661,1517,p,48 Count Crayola Crayons,y
1686,1517,p,160 ct. Kleenex or Scotties Tissue,y
1707,1517,tr,,n
1711,1707,p,Crayola Classic Thick or Thin Markers,y
1727,1707,p,2 thick,n
1731,1707,p,1 thick,n
1736,1517,p,Plastic School Box 8.75” x 6.13” x 2.4”,y
1764,1517,p,70 ct. Spiral Composition Book,n
1785,1517,tr,,n
1789,1785,p,"Assorted Colored Pocket Folders, red, blue, green, yellow - plastic coated",y
1801,1785,p,4 solid colors,n
1810,1517,tr,,n
1814,1810,p,"Assorted colored Pocket Folders withprongs – red, blue, green",y
1818,1810,p,each color,n
1822,1810,p,1 green,n
1842,1517,p,Fluorescent Yellow Highlighter,y
1863,1517,tr,,n
1867,1863,p,Pink Bevel Eraser,y
1879,1863,p,4 girls,n
1888,1517,tr,,n
1892,1888,p,resealable Sandwich or Quart BagsCount,y
1912,1888,p,1 sandwich,n
1917,1517,p,sandwich,y
1922,1517,p,resealable Gallon BagsCount,y
1950,1517,p,8 Color Crayola Washable Watercolors,y
1975,1517,p,Baby Wipes 80 Ct.,y
2000,1517,p,Elmer’s Glue Sticks,y
2025,1517,p,Elmer's Glue,y
2050,1517,p,Black Fine Point Sharpie Marker,y
2100,1517,p,Colored Pencils,y
2125,1517,p,Low-odor Dry Erase Markers,y
2150,1517,p,Papermate Black Flair Pens,y
2169,1517,tr,,n
2173,2169,p,3 Ring Binder White 1 inch,n
2189,2169,p,1,n
2198,1517,p,3 x 3 Post it Notes,n
2236,1517,p,PE,n
