node_id,parent_id,tag,text,label
1154,1128,div,"With singlecue you can control your TV, media and smart homes devices ... »read more",n
1165,40,div,,n
1167,1165,h2,Triby,y
1169,1165,h2,Smart portable speaker,y
1180,1165,p,Smart Portable Speaker with Alexa Voice Service. Hears you from across the room. In Vivo Acoustic sound.,n
1195,1165,div,Smart Portable Speaker with Alexa Voice Service. Hears you from across... »read more,n
1206,40,div,,n
1208,1206,h2,Kinsa,y
1210,1206,h2,Smart thermometer,y
1221,1206,p,"With its Smart Thermometer, Kinsa wants to revolutionize the thermometer by getting it to read the ""health weather"" of a community.",n
1236,1206,div,"With its Smart Thermometer, Kinsa wants to revolutionize the thermomet... »read more",n
1244,40,div,,n
1246,1244,h2,Ring Pro,y
1259,1244,p,"Ring Pro provides a new level of security, by notifying you when someone is on your property and letting you see and speak with anyone at your front door. 1080HD video and infrared night vision. Existing doorbell wiring required.",n
1274,1244,div,"security, by notifying you when someo... »read more",n
1285,40,div,,n
1287,1285,h2,Withings,y
1289,1285,h2,Blood Pressure Monitor,y
1300,1285,p,"Wireless Blood Pressure Monitor makes it easy to check your blood pressure and heart rate, anytime and anywhere with an instant feedback and access to all your readings.",n
1315,1285,div,Wireless Blood Pressure Monitor makes it easy to check your blood pres... »read more,n
1323,40,div,,n
1325,1323,h2,Fitbit Surge,y
1327,1323,h2,Smart Watch,y
1338,1323,p,"Reach your peak performance with built-in GPS, continuous heart rate and all-day activity tracking and sleep monitoring. And stay connected with text and call notifications, music control and more.",n
1353,1323,div,"Reach your peak performance with built-in GPS, continuous heart rate a... »read more",n
1364,40,div,,n
1379,1364,p,"Be always in control of your door no matter where you are, right from your smartphone. Lock and unlock as you please and enjoy the safety of your home.",n
1394,1364,div,"your door no matter where you are, right from ... »read more",n
1408,40,div,,n
1410,1408,h2,Scout Alarm,y
1412,1408,h2,Home Security Sensors,y
1423,1408,p,"Scout is a system of sensors that communicate with each other to provide complete protection, customized for your home.",n
1438,1408,div,sensors that communicate with each other to provi... »read more,n
1449,40,div,,n
1451,1449,h2,Canary,y
1453,1449,h2,Home Security Device,y
1464,1449,p,The all-in-one home security system you control from your phone. It's built to learn and sends intelligent alerts with HD video and audio directly to your phone.,n
1479,1449,div,The all-in-one home security system you control from your phone. It's ... »read more,n
1490,40,div,,n
1492,1490,h2,Eero,y
1494,1490,h2,Home WiFi System,y
1505,1490,p,"eero is the world's first home WiFi system. A set of three eeros covers the typical home. They work in perfect unison to deliver hyper-fast, super-stable WiFi to every square foot of your house.",n
1520,1490,div,three eeros cover... »read more,n
1527,1490,div,WiFi Systems,n
1528,40,div,,n
1530,1528,h2,Amazon Echo Connect,y
1532,1528,h2,Connects Phone to Echo,y
1543,1528,p,"Echo Connect, after connecting to a compatible Echo device , allows you to ask Alexa to call anyone using your home phone service .",n
1558,1528,div,"Echo Connect, after connecting to a compatible Echo device which is r... »read more",n
1572,40,div,,n
1574,1572,h2,Norm,y
1587,1572,p,"Norm connects to the Wink app on your mobile device, and allows you to monitor or control the temperature from there.",n
1598,1572,div,"Norm connects to the Wink app on your mobile device, and allows you to... »read more",n
1609,40,div,,n
1611,1609,h2,Honeywell,y
1613,1609,h2,Wifi Smart Thermostat,y
1624,1609,p,"Honeywell's Wi-Fi smart thermostat offers smart features, a customizable touchscreen, and simple setup, plus Wi-Fi remote access.",n
1639,1609,div,"Honeywell's Wi-Fi smart thermostat offers smart features, a customizab... »read more",n
1653,40,div,,n
1655,1653,h2,Chamberlain,y
1657,1653,h2,Garage Appliances,y
1668,1653,p,"Monitor and control your compatible Chamberlain garage door from anywhere with your smartphone, tablet or connected device.",n
1679,1653,div,Monitor and control your compatible Chamberlain garage door from anywh... »read more,n
1690,40,div,,n
1692,1690,h2,Blossom,y
1694,1690,h2,Smart watering controller,y
1705,1690,p,"Simplify your life with the power of Smart Watering. Blossom self-programs based on real-time weather data and gives you control right from your phone, lowering your water bill up to 30%.",n
1720,1690,div,Smart Watering. Blossom self-prog... »read more,n
1731,40,div,,n
1733,1731,h2,Edyn,y
1735,1731,h2,Garden sensor,y
1746,1731,p,"Garden sensor which keeps you connected to your garden. It tracks light, nutrition, moisture, humidity and temperature. It is Wi-Fi connected and it sends notifications to your phone.",n
1761,1731,div,Garden sensor which keeps you connected to your garden. It tracks ligh... »read more,n
1775,40,div,,n
1777,1775,h2,iGrill Mini,y
1790,1775,p,"Make grilling easier. Measure the temperature without lifting the lid on your grill or smoker. Small, connects using Bluetooth and has magnetic mounting.",n
1816,40,div,,n
1818,1816,h2,iGrill 2,y
1831,1816,p,"Make grilling easier. Measure the temperature without lifting the lid on your grill or smoker. Up to 4 probes, connects using Bluetooth and has magnetic mounting.",n
1857,40,div,,n
1859,1857,h2,Mimo,y
1861,1857,h2,Smart baby monitoring,y
1872,1857,p,"The Mimo Smart Baby Movement Monitor uses a smart, washable crib sheet to show parents their baby's sleep activity and movement on their smartphone or tablet.",n
1887,1857,div,"The Mimo Smart Baby Movement Monitor uses a smart, washable crib sheet... »read more",n
1895,40,div,,n
1897,1895,h2,Skydrop,y
1899,1895,h2,Sprinkler Controller,y
1910,1895,p,"From automatically adjusting for local weather, to allowing precise control from your mobile device, Skydrop WiFi Sprinkler Controller makes watering an exact science - for the perfect lawn all season long.",n
1925,1895,div,From automatically adjusting,n
1936,40,div,,n
1938,1936,h2,Ambi Climate,y
1940,1936,h2,Add-on,y
1951,1936,p,Get AC that understands you. Ambi Climate learns what factors affect your comfort and builds a tailored profile to deliver optimal AC settings.,n
1962,1936,div,Get AC that understands you. Ambi Climate learns what factors affect y... »read more,n
1973,40,div,,n
1975,1973,h2,MaxMyTV,y
1977,1973,h2,TV Home Automation,y
1988,1973,p,MaxMyTV Smart Hub upgrades your TV to a Home Automation and Social Media Control Center.,n
1999,1973,div,MaxMyTV Smart Hub upgrades your TV to a Home Automation and Social Med... »read more,n
2012,1973,div,Smart TVs,n
2016,40,div,,n
2018,2016,h2,Notion,y
2020,2016,h2,Home Intelligence Sensors,y
2031,2016,p,"Notion's sensors can be thermostats, burglar alarms, leak detectors - or anything else you can think of.",n
2046,2016,div,"Notion's sensors can be thermostats, burglar alarms, leak detectors - ... »read more",n
2057,40,div,,n
2059,2057,h2,Ring,y
2072,2057,p,"Ring provides a new level of security, by notifying you when someone is on your property and letting you see and speak with anyone at your front door.",n
2083,2057,div,"security, by notifying you when someone i... »read more",n
2094,40,div,,n
2096,2094,h2,Aura,y
2098,2094,h2,Connected Alarm Clock,y
2109,2094,p,"Experience a high-tech alarm clock, hidden in a stylish lamp that offers an invigorating and refreshing wake-up experience via energizing light and customized music.",n
2120,2094,div,"Experience a high-tech alarm clock, hidden in a stylish lamp that offe... »read more",n
2128,40,div,,n
2130,2128,h2,ZEN Thermostat,y
2143,2128,p,Zen Thermostat is compatible with leading connected home platforms so you can easily expand without needing to run a separate home automation system.,n
2154,2128,div,Zen Thermostat is compatible with leading connected home platforms so ... »read more,n
2165,40,div,,n
2167,2165,h2,Kepler,y
2169,2165,h2,Gas and CO detector,y
2180,2165,p,"No matter where you are, if Kepler detects danger, it alerts you on your smartphone, while simultaneously flashing its lights and sounding an alarm.",n
2191,2165,div,"No matter where you are, if Kepler detects danger, it alerts you on yo... »read more",n
2202,40,div,,n
2204,2202,h2,Sense,y
2217,2202,p,"Sense is packed with sensors that monitor the conditions of your bedroom, giving you unparalleled insight into how temperature, humidity, light, sound, and even air quality affects how well you sleep.",n
2228,2202,div,your bedro... »read more,n
2236,40,div,,n
2238,2236,h2,Iota,y
2240,2236,h2,GPS Tracking Device,y
2251,2236,p,The world's smallest GPS tracking device with a rechargeable battery and incredible range. All with no monthly fees.,n
2262,2236,div,The world's smallest GPS tracking device with a rechargeable battery a... »read more,n
2270,40,div,,n
2272,2270,h2,Hicon,y
2274,2270,h2,Wearable Smart Bracelet,y
2285,2270,p,"The smart bracelet that speaks of our personality, updates us on the status of the phone, on the events of our social network and allows us to socialize with other people.",n
2296,2270,div,"our personality, updates us on the s... »read more",n
2303,2270,div,Wristbands,n
2304,40,div,,n
2306,2304,h2,Table Air,y
2308,2304,h2,Air Purifier,y
2319,2304,p,"Intelligent air purifier with a PM2.5 filter, ultraviolet disinfection, odor removal, and multiple air purification functions. It includes a built-in WiFi module, which can be controlled through mobile application.",n
2330,2304,div,"Intelligent air purifier with a PM2.5 filter, ultraviolet disinfection... »read more",n
2341,40,div,,n
2343,2341,h2,Amazon Tap,y
2345,2341,h2,Portable bluetooth speaker,y
2356,2341,p,"Alexa enabled portable bluetooth and Wi-Fi speaker. Powered by Dolby, with dual stereo speakers. Just tap and ask for music.",n
2371,2341,div,"Alexa enabled portable bluetooth and Wi-Fi speaker. Powered by Dolby, ... »read more",n
2382,40,div,,n
2384,2382,h2,PulseOn,y
2386,2382,h2,Heart Rate Monitoring,y
2397,2382,p,"PulseOn's patented optical sensor detecting and measuring heart rate is excelling among optical sensors developed for continuous, accurate and reliable heart rate.",n
2408,2382,div,PulseOn's patented optical sensor detecting and measuring heart rate i... »read more,n
2416,40,div,,n
2418,2416,h2,Keen Home,y
2420,2416,h2,Smart Vent System,y
2431,2416,p,Reduce energy costs and increase your comfort by regulating your home's temperature in every room. Air purification. Easy Control. Works with Nest.,n
2442,2416,div,Reduce energy costs and increase your comfort by regulating your home'... »read more,n
2453,40,div,,n
2455,2453,h2,Petnet,y
2457,2453,h2,Automatic feeder,y
2468,2453,p,"Feed your cat or dog remotely, from your phone. Portion control, intelligent monitoring and food analysis.",n
2483,2453,div,"Feed your cat or dog remotely, from your phone. Portion control, intel... »read more",n
2494,40,div,,n
2496,2494,h2,Amazon Echo Dot,y
2509,2494,p,Adds Alexa to any room. The best Amazon Echo for starting out if you do not want to spend a lot of money.,n
2524,2494,div,Adds Alexa to any room. The best Amazon Echo,n
2540,40,h2,Lockitron Bolt,y
2575,40,div,,n
2577,2575,h2,Parrot,y
2579,2575,h2,Wireless plant monitor,y
2615,40,div,,n
2617,2615,h2,Denon Heos,y
2619,2615,h2,Wireless speaker system,y
2630,2615,p,High Resolution Bluetooth and Wi-Fi speaker system.,n
2645,2615,div,High Resolution Bluetooth and Wi-Fi speaker system.... »read more,n
2653,40,div,,n
2655,2653,h2,In.Sight,y
2657,2653,h2,Wireless baby monitor,y
2690,40,div,,n
2692,2690,h2,Foobot,y
2694,2690,h2,Indoor air quality monitor,y
2727,40,div,,n
2729,2727,h2,Sonos Play:5,y
2731,2727,h2,Smart speaker,y
2742,2727,p,A big home speaker with bold sound. Superior stereo sound and bass response.,n
2757,2727,div,A big home speaker with bold sound. Superior stereo sound and bass res... »read more,n
2765,40,div,,n
2767,2765,h2,Click and Grow,y
2769,2765,h2,Herb garden,y
2804,40,h2,Beddit,y
2836,40,div,,n
2838,2836,h2,Misfit Bolt,y
2840,2836,h2,Bluetooth smart bulb,y
2873,40,div,,n
2875,2873,h2,Arlo,y
2877,2873,h2,Home security camera,y
2910,40,div,,n
2912,2910,h2,Sphero 2.0,y
2914,2910,h2,Robotic ball,y
2944,40,div,,n
2946,2944,h2,Sugr Cube,y
2948,2944,h2,Smart wifi speaker,y
2959,2944,p,Minimalist Speaker with Amazon Alexa and Spotify Connect. AirPlay Compatible.,n
2974,2944,div,Minimalist Speaker with Amazon Alexa and Spotify Connect. AirPlay Comp... »read more,n
2985,40,div,,n
2987,2985,h2,Muzo Cobblestone,y
2989,2985,h2,Wireless music receiver,y
3000,2985,p,Make Your Speakers Wireless and control them with your phone. Cloud streaming.,n
3015,2985,div,Make Your Speakers Wireless and control them with your phone. Cloud st... »read more,n
3025,40,h2,SkyBell,y
3060,40,div,,n
3062,3060,h2,Prodigio,y
3064,3060,h2,Connected espresso machine,y
3075,3060,p,"Let your phone make the perfect coffee. Connect through Bluetooth to brew immediately, schedule brews, receive maintenence alerts and track the capsule stock. Patented extraction system.",n
3090,3060,div,Let your phone make the perfect coffee. Connect through Bluetooth to b... »read more,n
3101,40,div,,n
3103,3101,h2,Garageio,y
3105,3101,h2,Garage door automation,y
3116,3101,p,Control your garage from anywhere. Quick setup.,n
3131,3101,div,Control your garage from anywhere. Quick setup.... »read more,n
3145,40,div,,n
3147,3145,h2,Anova,y
3149,3145,h2,Precision cooker,y
3160,3145,p,"Prepare your food and place it in a re-sealable bag, schedule a cook and it's done. No more overcooking. Works on any pot. Connects using Bluetooth and Wi-Fi.",n
3175,3145,div,"Prepare your food and place it in a re-sealable bag, schedule a cook a... »read more",n
3187,1,div,"All product names, logos, and brands are property of their respective owners. All company, product and service names used in this website are for identification purposes only. Use of these names, logos, and brands does not imply endorsement.",n
